order_id,product_id,quantity,total,discount_percentage,total_after_discount,trx_date
54,93,56,0.0,0.0,0.0,3/3/2019 03:23:21
55,29,89,0.0,0.0,0.0,10/3/2021 16:49:14
56,325,132,0.0,0.0,0.0,8/19/2023 01:05:25
57,231,6,0.0,0.0,0.0,1/8/2018 06:47:00
58,266,109,0.0,0.0,0.0,10/22/2022 19:17:55
59,333,46,0.0,0.0,0.0,4/11/2019 22:27:57
60,318,17,0.0,0.0,0.0,12/21/2023 16:30:05
61,321,91,0.0,0.0,0.0,5/27/2021 04:39:00
62,155,135,0.0,0.0,0.0,12/26/2023 10:08:54
63,111,63,0.0,0.0,0.0,11/1/2023 21:46:13
64,310,37,0.0,0.0,0.0,9/14/2020 04:14:38
65,206,50,0.0,0.0,0.0,3/10/2020 08:44:45
66,297,24,0.0,0.0,0.0,10/16/2021 22:46:04
67,283,35,0.0,0.0,0.0,10/25/2021 06:45:16
68,319,37,0.0,0.0,0.0,10/25/2022 01:07:18
69,262,4,0.0,0.0,0.0,10/29/2020 04:08:11
70,6,81,0.0,0.0,0.0,7/2/2023 03:58:53
71,37,76,0.0,0.0,0.0,7/28/2018 04:41:10
72,340,114,0.0,0.0,0.0,1/27/2020 22:45:39
73,145,36,0.0,0.0,0.0,2/22/2022 19:00:25
74,145,113,0.0,0.0,0.0,10/29/2018 11:41:04
75,105,47,0.0,0.0,0.0,11/24/2018 04:33:13
76,1,119,0.0,0.0,0.0,6/3/2022 14:33:02
77,31,148,0.0,0.0,0.0,6/9/2019 13:00:54
78,269,43,0.0,0.0,0.0,8/25/2019 16:17:39
79,169,24,0.0,0.0,0.0,8/12/2021 16:46:12
80,166,85,0.0,0.0,0.0,1/1/2021 03:59:05
81,262,91,0.0,0.0,0.0,10/14/2019 14:59:44
82,308,86,0.0,0.0,0.0,6/29/2023 21:33:50
83,327,4,0.0,0.0,0.0,1/26/2023 17:49:43
84,265,81,0.0,0.0,0.0,5/27/2023 11:51:59
85,236,131,0.0,0.0,0.0,2/10/2020 21:59:49
86,53,103,0.0,0.0,0.0,12/20/2021 05:36:21
87,154,54,0.0,0.0,0.0,9/28/2019 09:44:54
88,178,122,0.0,0.0,0.0,3/22/2018 03:39:00
89,87,106,0.0,0.0,0.0,2/10/2022 16:41:14
90,158,20,0.0,0.0,0.0,1/23/2022 12:11:00
91,340,136,0.0,0.0,0.0,11/4/2018 03:39:57
92,258,80,0.0,0.0,0.0,10/14/2019 19:16:41
93,43,80,0.0,0.0,0.0,12/31/2020 09:48:04
94,286,84,0.0,0.0,0.0,4/17/2023 08:18:07
95,65,108,0.0,0.0,0.0,4/25/2020 21:57:17
96,271,135,0.0,0.0,0.0,6/5/2021 10:45:05
97,218,61,0.0,0.0,0.0,10/13/2020 21:07:52
98,296,5,0.0,0.0,0.0,9/11/2023 19:01:37
99,57,23,0.0,0.0,0.0,3/21/2019 23:36:52
100,3,100,0.0,0.0,0.0,1/23/2021 00:51:32
101,213,58,0.0,0.0,0.0,12/28/2022 19:35:01
102,135,135,0.0,0.0,0.0,11/26/2022 09:24:43
103,281,123,0.0,0.0,0.0,10/11/2018 21:28:19
104,197,90,0.0,0.0,0.0,8/2/2018 18:19:27
105,9,61,0.0,0.0,0.0,12/10/2019 16:18:01
106,105,50,0.0,0.0,0.0,1/5/2023 01:58:32
107,207,43,0.0,0.0,0.0,3/22/2018 16:39:02
108,27,34,0.0,0.0,0.0,1/31/2018 02:55:23
109,291,40,0.0,0.0,0.0,10/7/2019 18:44:51
110,222,24,0.0,0.0,0.0,3/24/2023 11:44:41
111,337,13,0.0,0.0,0.0,4/27/2023 18:11:16
112,191,72,0.0,0.0,0.0,9/7/2022 09:55:24
113,328,118,0.0,0.0,0.0,9/26/2023 13:01:08
114,6,79,0.0,0.0,0.0,11/11/2020 14:18:39
115,209,19,0.0,0.0,0.0,12/15/2020 12:09:25
116,325,81,0.0,0.0,0.0,1/18/2018 06:55:15
117,207,20,0.0,0.0,0.0,4/17/2022 23:06:02
118,220,40,0.0,0.0,0.0,12/21/2020 01:56:45
119,136,13,0.0,0.0,0.0,2/6/2022 20:27:29
120,275,43,0.0,0.0,0.0,6/8/2022 15:40:39
121,226,45,0.0,0.0,0.0,7/5/2020 00:20:17
122,273,109,0.0,0.0,0.0,11/30/2018 21:30:33
123,131,91,0.0,0.0,0.0,10/14/2020 01:53:59
124,312,28,0.0,0.0,0.0,8/27/2023 14:45:06
125,71,37,0.0,0.0,0.0,10/17/2020 09:30:24
126,64,96,0.0,0.0,0.0,10/4/2023 01:50:58
127,274,61,0.0,0.0,0.0,1/24/2019 19:44:54
128,105,141,0.0,0.0,0.0,4/21/2019 10:57:57
129,293,8,0.0,0.0,0.0,4/25/2022 03:30:24
130,126,21,0.0,0.0,0.0,12/9/2021 00:06:39
131,316,134,0.0,0.0,0.0,2/8/2021 12:56:38
132,113,44,0.0,0.0,0.0,11/22/2018 15:50:50
133,20,89,0.0,0.0,0.0,1/9/2018 21:55:36
134,265,91,0.0,0.0,0.0,4/28/2023 18:44:25
135,117,119,0.0,0.0,0.0,1/26/2023 09:08:08
136,48,55,0.0,0.0,0.0,6/15/2019 05:21:54
137,140,36,0.0,0.0,0.0,12/15/2021 14:44:03
138,327,74,0.0,0.0,0.0,5/21/2020 19:21:27
139,8,19,0.0,0.0,0.0,3/28/2019 16:50:03
140,320,57,0.0,0.0,0.0,2/10/2021 17:05:07
141,185,73,0.0,0.0,0.0,7/17/2019 11:47:50
142,185,82,0.0,0.0,0.0,6/11/2020 11:22:26
143,32,48,0.0,0.0,0.0,1/22/2021 07:38:54
144,168,146,0.0,0.0,0.0,1/5/2020 23:26:36
145,92,124,0.0,0.0,0.0,5/7/2021 18:59:24
146,338,10,0.0,0.0,0.0,11/12/2018 15:00:35
147,160,8,0.0,0.0,0.0,8/4/2021 05:19:57
148,160,131,0.0,0.0,0.0,11/5/2018 23:32:16
149,258,40,0.0,0.0,0.0,7/11/2018 21:42:06
150,310,17,0.0,0.0,0.0,3/14/2020 16:26:49
151,91,108,0.0,0.0,0.0,8/8/2022 19:58:21
152,115,110,0.0,0.0,0.0,4/1/2018 03:39:24
153,145,70,0.0,0.0,0.0,2/20/2019 14:22:51
154,336,8,0.0,0.0,0.0,12/19/2023 23:06:21
155,116,59,0.0,0.0,0.0,8/16/2020 05:06:57
156,163,79,0.0,0.0,0.0,10/18/2018 10:59:44
157,336,36,0.0,0.0,0.0,1/7/2018 08:43:24
158,155,26,0.0,0.0,0.0,9/16/2021 14:49:33
159,77,114,0.0,0.0,0.0,6/2/2020 05:48:54
160,97,2,0.0,0.0,0.0,9/25/2018 12:11:07
161,347,116,0.0,0.0,0.0,6/24/2020 06:39:37
162,263,120,0.0,0.0,0.0,5/7/2023 01:25:05
163,33,140,0.0,0.0,0.0,5/13/2018 03:47:44
164,6,28,0.0,0.0,0.0,8/22/2020 06:46:28
165,212,107,0.0,0.0,0.0,3/18/2021 14:54:24
166,10,143,0.0,0.0,0.0,6/1/2021 02:11:30
167,151,8,0.0,0.0,0.0,12/22/2020 18:39:45
168,202,148,0.0,0.0,0.0,11/21/2023 21:21:48
169,341,70,0.0,0.0,0.0,4/2/2023 19:07:05
170,167,129,0.0,0.0,0.0,12/20/2020 22:49:57
171,48,14,0.0,0.0,0.0,11/23/2022 14:27:41
172,312,10,0.0,0.0,0.0,5/19/2023 03:57:24
173,80,88,0.0,0.0,0.0,3/31/2022 14:49:43
174,159,56,0.0,0.0,0.0,5/6/2022 13:09:01
175,333,38,0.0,0.0,0.0,8/16/2023 00:30:36
176,207,1,0.0,0.0,0.0,9/29/2018 10:30:58
177,68,129,0.0,0.0,0.0,5/11/2018 02:23:49
178,234,113,0.0,0.0,0.0,6/3/2019 08:27:46
179,206,139,0.0,0.0,0.0,9/25/2022 01:12:54
180,261,65,0.0,0.0,0.0,11/24/2022 21:48:04
181,316,25,0.0,0.0,0.0,1/14/2020 04:08:16
182,24,16,0.0,0.0,0.0,12/14/2018 00:33:02
183,155,9,0.0,0.0,0.0,5/24/2023 04:56:04
184,110,21,0.0,0.0,0.0,3/6/2019 09:18:43
185,330,99,0.0,0.0,0.0,6/19/2018 19:34:16
186,204,150,0.0,0.0,0.0,7/22/2023 00:19:26
187,223,128,0.0,0.0,0.0,3/1/2019 18:27:09
188,70,6,0.0,0.0,0.0,12/19/2022 07:24:50
189,330,8,0.0,0.0,0.0,1/26/2020 18:35:59
190,183,51,0.0,0.0,0.0,3/10/2019 06:06:14
191,230,32,0.0,0.0,0.0,7/11/2019 20:38:13
192,66,143,0.0,0.0,0.0,8/9/2020 08:23:10
193,160,51,0.0,0.0,0.0,5/18/2023 10:20:16
194,141,135,0.0,0.0,0.0,9/1/2020 13:23:09
195,102,115,0.0,0.0,0.0,4/10/2023 14:29:15
196,100,8,0.0,0.0,0.0,10/30/2019 09:39:25
197,29,24,0.0,0.0,0.0,4/14/2023 06:53:33
198,241,94,0.0,0.0,0.0,7/25/2022 05:20:20
199,296,59,0.0,0.0,0.0,4/26/2018 15:46:39
200,314,121,0.0,0.0,0.0,7/29/2023 19:45:19
201,312,149,0.0,0.0,0.0,2/14/2021 19:14:07
202,81,79,0.0,0.0,0.0,12/6/2020 02:15:57
203,6,64,0.0,0.0,0.0,12/24/2022 05:10:30
204,237,145,0.0,0.0,0.0,8/22/2018 02:38:44
205,47,72,0.0,0.0,0.0,9/26/2018 12:38:54
206,301,88,0.0,0.0,0.0,5/14/2018 04:51:11
207,333,120,0.0,0.0,0.0,5/1/2020 20:22:53
208,251,102,0.0,0.0,0.0,9/11/2019 23:33:33
209,76,133,0.0,0.0,0.0,6/18/2019 15:50:10
210,348,53,0.0,0.0,0.0,1/21/2018 08:24:57
211,52,43,0.0,0.0,0.0,2/1/2021 13:35:16
212,100,98,0.0,0.0,0.0,2/13/2018 02:58:53
213,52,106,0.0,0.0,0.0,9/26/2023 05:55:28
214,27,145,0.0,0.0,0.0,10/17/2021 05:31:58
215,218,1,0.0,0.0,0.0,5/4/2018 16:44:29
216,182,68,0.0,0.0,0.0,5/14/2018 18:17:28
217,303,46,0.0,0.0,0.0,10/27/2019 16:52:48
218,323,149,0.0,0.0,0.0,7/8/2018 22:49:34
219,170,147,0.0,0.0,0.0,10/22/2019 15:35:16
220,304,26,0.0,0.0,0.0,6/12/2018 20:51:36
221,18,39,0.0,0.0,0.0,11/10/2020 19:25:09
222,338,27,0.0,0.0,0.0,4/9/2019 19:28:58
223,260,2,0.0,0.0,0.0,10/9/2021 01:02:59
224,112,101,0.0,0.0,0.0,1/22/2018 08:21:52
225,70,95,0.0,0.0,0.0,5/3/2023 00:48:45
226,239,92,0.0,0.0,0.0,3/13/2022 20:16:03
227,177,106,0.0,0.0,0.0,4/21/2018 21:54:38
228,68,29,0.0,0.0,0.0,7/8/2020 08:24:44
229,296,100,0.0,0.0,0.0,6/25/2020 09:50:37
230,28,12,0.0,0.0,0.0,3/24/2020 18:33:43
231,138,75,0.0,0.0,0.0,3/9/2020 17:18:01
232,341,78,0.0,0.0,0.0,5/30/2020 07:17:33
233,113,119,0.0,0.0,0.0,5/5/2019 09:07:37
234,230,8,0.0,0.0,0.0,4/12/2022 12:58:26
235,128,61,0.0,0.0,0.0,7/17/2023 06:44:11
236,107,102,0.0,0.0,0.0,4/3/2021 00:14:26
237,248,94,0.0,0.0,0.0,8/28/2019 08:55:38
238,126,72,0.0,0.0,0.0,2/16/2019 19:05:37
239,229,9,0.0,0.0,0.0,12/18/2021 21:00:44
240,111,70,0.0,0.0,0.0,10/13/2018 09:15:54
241,311,127,0.0,0.0,0.0,4/11/2022 11:53:13
242,254,91,0.0,0.0,0.0,6/11/2020 18:37:58
243,78,84,0.0,0.0,0.0,11/21/2020 00:52:15
244,10,90,0.0,0.0,0.0,8/12/2018 23:21:56
245,297,139,0.0,0.0,0.0,7/8/2019 10:51:28
246,107,66,0.0,0.0,0.0,1/5/2019 03:58:58
247,158,52,0.0,0.0,0.0,2/28/2023 18:08:22
248,155,72,0.0,0.0,0.0,9/19/2018 10:56:39
249,314,144,0.0,0.0,0.0,2/20/2019 15:32:21
250,340,66,0.0,0.0,0.0,9/12/2022 01:30:53
251,184,90,0.0,0.0,0.0,6/25/2023 11:29:49
252,312,149,0.0,0.0,0.0,10/22/2020 21:06:19
253,346,112,0.0,0.0,0.0,11/17/2022 23:19:53
254,177,17,0.0,0.0,0.0,7/17/2020 02:13:17
255,103,122,0.0,0.0,0.0,10/20/2020 16:52:17
256,105,114,0.0,0.0,0.0,2/6/2023 16:59:54
257,79,113,0.0,0.0,0.0,6/9/2021 02:04:02
258,57,26,0.0,0.0,0.0,12/23/2020 12:50:09
259,175,7,0.0,0.0,0.0,2/24/2023 15:56:21
260,271,114,0.0,0.0,0.0,11/21/2018 20:42:17
261,67,25,0.0,0.0,0.0,12/28/2019 17:21:15
262,29,73,0.0,0.0,0.0,6/10/2021 20:36:24
263,165,131,0.0,0.0,0.0,7/29/2019 02:27:09
264,78,88,0.0,0.0,0.0,8/20/2023 03:07:06
265,297,121,0.0,0.0,0.0,3/11/2023 14:04:11
266,346,73,0.0,0.0,0.0,1/16/2022 01:16:30
267,232,119,0.0,0.0,0.0,10/10/2018 12:44:10
268,7,105,0.0,0.0,0.0,12/11/2020 19:13:23
269,344,34,0.0,0.0,0.0,3/15/2021 01:44:08
270,299,117,0.0,0.0,0.0,9/10/2021 04:57:52
271,86,129,0.0,0.0,0.0,7/10/2023 18:28:45
272,245,14,0.0,0.0,0.0,12/21/2022 10:37:25
273,216,73,0.0,0.0,0.0,10/21/2019 07:16:53
274,45,64,0.0,0.0,0.0,8/22/2022 09:27:05
275,21,46,0.0,0.0,0.0,9/4/2018 18:41:16
276,165,122,0.0,0.0,0.0,3/9/2019 07:57:15
277,133,127,0.0,0.0,0.0,5/29/2020 05:46:43
278,305,115,0.0,0.0,0.0,5/21/2019 02:27:39
279,344,96,0.0,0.0,0.0,12/20/2021 23:34:44
280,217,19,0.0,0.0,0.0,10/31/2022 15:44:41
281,295,109,0.0,0.0,0.0,8/11/2022 05:02:58
282,133,13,0.0,0.0,0.0,10/28/2021 01:02:06
283,160,128,0.0,0.0,0.0,5/6/2021 11:55:03
284,229,19,0.0,0.0,0.0,2/29/2020 13:54:27
285,125,89,0.0,0.0,0.0,10/25/2019 05:09:20
286,220,77,0.0,0.0,0.0,9/13/2019 12:03:24
287,287,75,0.0,0.0,0.0,12/24/2022 11:27:24
288,333,28,0.0,0.0,0.0,1/15/2022 23:27:52
289,110,141,0.0,0.0,0.0,3/20/2020 20:27:27
290,268,33,0.0,0.0,0.0,7/30/2022 01:25:30
291,279,127,0.0,0.0,0.0,10/12/2022 11:27:13
292,262,112,0.0,0.0,0.0,7/13/2022 23:15:59
293,339,133,0.0,0.0,0.0,2/14/2019 21:47:10
294,261,132,0.0,0.0,0.0,2/16/2019 06:23:10
295,345,126,0.0,0.0,0.0,5/26/2019 00:24:33
296,135,136,0.0,0.0,0.0,3/18/2020 21:32:42
297,232,66,0.0,0.0,0.0,10/15/2021 03:12:49
298,179,50,0.0,0.0,0.0,2/1/2019 09:27:02
299,294,126,0.0,0.0,0.0,7/28/2018 11:03:09
300,31,93,0.0,0.0,0.0,8/14/2022 14:46:10
301,20,48,0.0,0.0,0.0,8/30/2023 10:10:12
302,130,114,0.0,0.0,0.0,10/4/2018 20:11:01
303,323,72,0.0,0.0,0.0,4/26/2019 11:30:35
304,268,13,0.0,0.0,0.0,1/9/2023 22:07:17
305,80,100,0.0,0.0,0.0,12/28/2018 20:03:44
306,193,100,0.0,0.0,0.0,8/13/2023 22:30:11
307,124,56,0.0,0.0,0.0,1/11/2021 12:19:44
308,321,71,0.0,0.0,0.0,6/17/2018 20:41:06
309,77,5,0.0,0.0,0.0,6/23/2021 16:52:22
310,276,87,0.0,0.0,0.0,12/7/2018 11:30:02
311,91,66,0.0,0.0,0.0,5/5/2021 06:39:02
312,269,100,0.0,0.0,0.0,3/22/2019 11:22:11
313,216,62,0.0,0.0,0.0,12/13/2018 05:04:17
314,133,5,0.0,0.0,0.0,5/8/2023 14:48:35
315,219,85,0.0,0.0,0.0,5/22/2018 00:50:53
316,53,105,0.0,0.0,0.0,10/6/2022 23:10:15
317,92,14,0.0,0.0,0.0,10/5/2020 01:36:49
318,52,143,0.0,0.0,0.0,7/15/2022 11:55:41
319,183,27,0.0,0.0,0.0,11/21/2020 09:34:48
320,192,14,0.0,0.0,0.0,8/29/2023 17:51:28
321,125,87,0.0,0.0,0.0,7/21/2023 11:40:53
322,241,17,0.0,0.0,0.0,8/12/2023 19:49:40
323,137,26,0.0,0.0,0.0,6/1/2021 20:47:34
324,92,59,0.0,0.0,0.0,7/23/2018 19:44:58
325,169,91,0.0,0.0,0.0,3/10/2023 03:06:51
326,131,64,0.0,0.0,0.0,9/10/2023 18:10:48
327,275,104,0.0,0.0,0.0,8/30/2023 09:29:02
328,193,26,0.0,0.0,0.0,12/3/2018 03:34:30
329,62,22,0.0,0.0,0.0,5/14/2019 01:58:15
330,153,31,0.0,0.0,0.0,6/6/2023 03:24:12
331,321,6,0.0,0.0,0.0,11/20/2021 23:10:58
332,312,91,0.0,0.0,0.0,9/21/2018 10:12:23
333,64,111,0.0,0.0,0.0,3/7/2020 04:37:13
334,326,44,0.0,0.0,0.0,8/16/2020 23:16:27
335,160,112,0.0,0.0,0.0,10/21/2021 06:50:25
336,273,101,0.0,0.0,0.0,1/19/2020 09:58:54
337,87,116,0.0,0.0,0.0,4/17/2018 01:35:26
338,253,101,0.0,0.0,0.0,3/14/2020 13:31:00
339,10,87,0.0,0.0,0.0,12/5/2020 15:38:11
340,208,115,0.0,0.0,0.0,9/12/2022 16:51:03
341,221,141,0.0,0.0,0.0,9/25/2018 00:46:03
342,315,3,0.0,0.0,0.0,11/27/2021 06:14:59
343,318,85,0.0,0.0,0.0,11/13/2019 06:59:18
344,65,33,0.0,0.0,0.0,1/28/2019 18:58:53
345,316,140,0.0,0.0,0.0,9/6/2023 15:34:21
346,21,16,0.0,0.0,0.0,9/14/2023 12:30:02
347,268,67,0.0,0.0,0.0,3/24/2021 02:16:33
348,199,9,0.0,0.0,0.0,9/12/2020 01:00:12
349,193,71,0.0,0.0,0.0,4/5/2023 02:40:53
350,143,116,0.0,0.0,0.0,9/20/2023 18:27:37
351,114,60,0.0,0.0,0.0,11/24/2019 20:35:32
352,21,57,0.0,0.0,0.0,10/7/2022 23:28:07
353,97,79,0.0,0.0,0.0,5/22/2023 02:13:14
354,256,91,0.0,0.0,0.0,11/14/2018 18:57:32
355,349,97,0.0,0.0,0.0,3/28/2018 04:47:39
356,76,20,0.0,0.0,0.0,3/13/2020 08:59:57
357,224,43,0.0,0.0,0.0,8/5/2020 01:08:25
358,185,5,0.0,0.0,0.0,7/8/2018 17:16:24
359,322,141,0.0,0.0,0.0,6/16/2021 09:32:48
360,127,113,0.0,0.0,0.0,10/24/2023 05:45:00
361,301,140,0.0,0.0,0.0,7/8/2023 05:37:42
362,99,45,0.0,0.0,0.0,5/27/2023 06:00:04
363,233,27,0.0,0.0,0.0,1/16/2018 04:16:54
364,164,28,0.0,0.0,0.0,12/3/2021 19:51:18
365,215,75,0.0,0.0,0.0,4/2/2023 11:37:39
366,124,119,0.0,0.0,0.0,12/3/2019 01:29:07
367,18,49,0.0,0.0,0.0,6/28/2020 23:53:53
368,25,114,0.0,0.0,0.0,2/27/2022 20:25:53
369,289,43,0.0,0.0,0.0,9/14/2022 15:56:34
370,331,116,0.0,0.0,0.0,6/21/2022 10:49:49
371,90,36,0.0,0.0,0.0,10/28/2021 08:53:47
372,183,88,0.0,0.0,0.0,8/27/2018 15:33:10
373,131,109,0.0,0.0,0.0,1/23/2018 20:49:34
374,189,20,0.0,0.0,0.0,2/13/2019 19:25:02
375,51,144,0.0,0.0,0.0,2/21/2019 09:36:57
376,95,38,0.0,0.0,0.0,7/18/2021 10:36:59
377,31,5,0.0,0.0,0.0,11/16/2020 13:42:42
378,206,9,0.0,0.0,0.0,1/21/2022 20:05:36
379,104,132,0.0,0.0,0.0,8/26/2018 16:36:48
380,63,101,0.0,0.0,0.0,5/26/2022 04:54:20
381,312,91,0.0,0.0,0.0,8/24/2021 22:47:59
382,297,132,0.0,0.0,0.0,10/13/2018 23:07:10
383,98,32,0.0,0.0,0.0,10/2/2019 12:55:10
384,87,126,0.0,0.0,0.0,10/14/2021 15:26:00
385,114,115,0.0,0.0,0.0,10/8/2021 10:35:15
386,7,37,0.0,0.0,0.0,5/8/2019 00:20:59
387,121,61,0.0,0.0,0.0,12/4/2019 12:35:41
388,239,16,0.0,0.0,0.0,5/6/2018 08:55:04
389,204,145,0.0,0.0,0.0,7/26/2022 09:30:36
390,33,134,0.0,0.0,0.0,6/1/2021 02:24:51
391,50,15,0.0,0.0,0.0,1/20/2022 19:31:32
392,273,108,0.0,0.0,0.0,5/12/2018 02:15:14
393,183,92,0.0,0.0,0.0,11/10/2019 18:41:07
394,311,29,0.0,0.0,0.0,4/20/2021 11:30:03
395,324,35,0.0,0.0,0.0,9/30/2021 14:07:25
396,256,93,0.0,0.0,0.0,4/16/2018 14:26:57
397,214,48,0.0,0.0,0.0,10/22/2020 06:23:03
398,103,43,0.0,0.0,0.0,7/14/2019 05:48:33
399,186,106,0.0,0.0,0.0,9/27/2018 04:55:06
400,312,111,0.0,0.0,0.0,4/4/2018 15:38:13
401,333,51,0.0,0.0,0.0,8/15/2020 09:57:09
402,81,64,0.0,0.0,0.0,12/28/2023 09:07:57
403,323,38,0.0,0.0,0.0,2/17/2023 09:59:56
404,259,124,0.0,0.0,0.0,5/23/2021 22:19:02
405,97,26,0.0,0.0,0.0,1/12/2019 02:28:15
406,17,113,0.0,0.0,0.0,5/20/2021 05:45:52
407,181,60,0.0,0.0,0.0,8/25/2021 07:08:24
408,161,21,0.0,0.0,0.0,11/24/2022 07:16:25
409,185,98,0.0,0.0,0.0,10/15/2019 09:03:30
410,32,79,0.0,0.0,0.0,9/4/2018 04:33:13
411,143,93,0.0,0.0,0.0,9/28/2018 01:08:56
412,276,65,0.0,0.0,0.0,9/20/2020 18:05:05
413,232,13,0.0,0.0,0.0,4/24/2018 17:33:40
414,98,135,0.0,0.0,0.0,3/18/2020 10:25:48
415,39,44,0.0,0.0,0.0,12/27/2021 15:27:09
416,219,147,0.0,0.0,0.0,3/1/2018 14:56:45
417,7,144,0.0,0.0,0.0,11/17/2018 13:19:45
418,112,16,0.0,0.0,0.0,1/11/2023 18:24:52
419,238,46,0.0,0.0,0.0,7/8/2023 03:17:29
420,162,90,0.0,0.0,0.0,6/9/2019 04:44:45
421,83,142,0.0,0.0,0.0,4/12/2023 06:29:52
422,52,26,0.0,0.0,0.0,6/16/2018 15:14:26
423,254,6,0.0,0.0,0.0,9/1/2020 10:47:36
424,134,61,0.0,0.0,0.0,8/11/2021 14:45:13
425,74,120,0.0,0.0,0.0,6/22/2022 09:36:52
426,281,22,0.0,0.0,0.0,1/29/2021 13:43:08
427,34,115,0.0,0.0,0.0,7/1/2019 14:00:26
428,132,3,0.0,0.0,0.0,11/5/2020 14:55:12
429,65,100,0.0,0.0,0.0,9/13/2023 04:42:51
430,320,53,0.0,0.0,0.0,8/16/2018 19:58:09
431,96,116,0.0,0.0,0.0,5/3/2018 12:14:29
432,307,122,0.0,0.0,0.0,5/3/2020 21:51:18
433,145,19,0.0,0.0,0.0,1/22/2022 21:12:12
434,82,94,0.0,0.0,0.0,12/9/2022 09:54:24
435,245,32,0.0,0.0,0.0,3/22/2022 05:17:08
436,174,75,0.0,0.0,0.0,12/18/2023 16:28:34
437,94,18,0.0,0.0,0.0,7/17/2023 17:48:56
438,136,113,0.0,0.0,0.0,7/17/2019 22:17:36
439,101,22,0.0,0.0,0.0,6/8/2020 16:35:02
440,260,61,0.0,0.0,0.0,5/21/2023 18:33:10
441,107,80,0.0,0.0,0.0,5/23/2023 01:42:05
442,86,125,0.0,0.0,0.0,10/6/2022 05:04:28
443,276,134,0.0,0.0,0.0,10/30/2020 12:56:55
444,266,112,0.0,0.0,0.0,5/30/2020 23:16:42
445,52,119,0.0,0.0,0.0,1/31/2020 20:22:54
446,255,38,0.0,0.0,0.0,1/19/2023 15:55:02
447,115,60,0.0,0.0,0.0,4/29/2022 11:27:36
448,152,16,0.0,0.0,0.0,10/12/2021 22:54:47
449,10,66,0.0,0.0,0.0,10/16/2023 17:01:16
